strategy_name,name,signal_type,lookback_months,skip_months,signal_family,strategy_type,top_n,weighting,max_weight,gross_exposure,volatility_lookback_months,fast_months,slow_months,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,final_value,valid_for_chart,beta_SPY,alpha_SPY,corr_SPY,info_ratio_SPY,beta_XLE,alpha_XLE,corr_XLE,info_ratio_XLE,beta_XLB,alpha_XLB,corr_XLB,info_ratio_XLB,beta_GLD,alpha_GLD,corr_GLD,info_ratio_GLD,beta_DBC,alpha_DBC,corr_DBC,info_ratio_DBC
voladj6_3-1 | classic_long_short | scaled cap15 | top30,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,classic_long_short,30,scaled,0.15,1.0,6.0,,,12.73%,0.46%,11.39%,0.041,-40.01%,53.21%,1.127,True,-0.163,2.63%,-0.216,-0.396,-0.071,1.88%,-0.156,-0.338,-0.094,2.10%,-0.166,-0.384,0.063,1.87%,0.095,-0.443,-0.143,2.90%,-0.233,-0.057
voladj6_3-1 | directional_abs | equal | top10,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,10,equal,,1.0,6.0,,,339.53%,5.86%,28.06%,0.209,-73.68%,53.21%,4.395,True,-0.324,12.55%,-0.175,0.005,-0.050,10.06%,-0.044,-0.037,-0.138,10.98%,-0.099,-0.030,0.276,4.86%,0.167,-0.108,-0.116,8.44%,-0.076,0.121
voladj6_3-1 | directional_abs | scaled cap25 | top10,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,10,scaled,0.25,1.0,6.0,,,436.90%,6.68%,28.14%,0.237,-74.99%,53.21%,5.369,True,-0.313,13.24%,-0.169,0.028,-0.053,10.88%,-0.047,-0.016,-0.122,11.60%,-0.087,-0.008,0.309,4.99%,0.187,-0.093,-0.111,8.92%,-0.073,0.136
voladj6_3-1 | directional_abs | scaled cap20 | top10,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,10,scaled,0.2,1.0,6.0,,,441.76%,6.71%,28.14%,0.239,-74.88%,53.21%,5.418,True,-0.313,13.27%,-0.169,0.029,-0.052,10.91%,-0.047,-0.016,-0.122,11.63%,-0.087,-0.007,0.309,5.03%,0.187,-0.091,-0.111,8.98%,-0.073,0.138
voladj6_3-1 | directional_abs | scaled cap15 | top10,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,10,scaled,0.15,1.0,6.0,,,454.40%,6.81%,28.16%,0.242,-74.07%,53.21%,5.544,True,-0.313,13.36%,-0.168,0.031,-0.051,10.99%,-0.045,-0.013,-0.120,11.71%,-0.086,-0.004,0.308,5.21%,0.186,-0.086,-0.109,9.17%,-0.071,0.143
voladj6_3-1 | directional_abs | equal | top20,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,20,equal,,1.0,6.0,,,395.97%,6.35%,25.24%,0.252,-62.78%,55.77%,4.960,True,-0.360,12.66%,-0.216,-0.002,-0.102,10.41%,-0.101,-0.044,-0.197,11.38%,-0.157,-0.037,0.224,6.56%,0.149,-0.077,-0.144,9.29%,-0.104,0.150
voladj6_3-1 | directional_abs | scaled cap25 | top20,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,20,scaled,0.25,1.0,6.0,,,470.54%,6.93%,25.58%,0.271,-65.04%,54.49%,5.705,True,-0.337,13.07%,-0.200,0.017,-0.089,10.89%,-0.087,-0.027,-0.171,11.72%,-0.134,-0.019,0.251,6.39%,0.166,-0.072,-0.130,9.41%,-0.093,0.156
voladj6_3-1 | directional_abs | scaled cap20 | top20,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,20,scaled,0.2,1.0,6.0,,,471.52%,6.93%,25.58%,0.271,-64.98%,54.49%,5.715,True,-0.337,13.08%,-0.200,0.017,-0.089,10.89%,-0.087,-0.027,-0.171,11.72%,-0.134,-0.019,0.251,6.40%,0.166,-0.072,-0.130,9.42%,-0.093,0.156
voladj6_3-1 | directional_abs | scaled cap15 | top20,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,20,scaled,0.15,1.0,6.0,,,474.13%,6.95%,25.58%,0.272,-64.92%,54.49%,5.741,True,-0.337,13.10%,-0.200,0.018,-0.089,10.91%,-0.087,-0.027,-0.170,11.74%,-0.134,-0.019,0.251,6.42%,0.166,-0.071,-0.130,9.45%,-0.093,0.156
voladj6_3-1 | directional_abs | equal | top30,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,30,equal,,1.0,6.0,,,231.50%,4.72%,24.20%,0.195,-66.99%,54.81%,3.315,True,-0.387,11.16%,-0.242,-0.058,-0.154,9.23%,-0.159,-0.090,-0.222,9.90%,-0.184,-0.089,0.185,5.87%,0.127,-0.118,-0.178,8.45%,-0.133,0.122
voladj6_3-1 | directional_abs | scaled cap25 | top30,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,30,scaled,0.25,1.0,6.0,,,306.84%,5.55%,24.60%,0.225,-66.06%,56.09%,4.068,True,-0.362,11.80%,-0.223,-0.030,-0.130,9.84%,-0.133,-0.067,-0.197,10.50%,-0.161,-0.063,0.217,5.80%,0.148,-0.107,-0.156,8.62%,-0.116,0.130
voladj6_3-1 | directional_abs | scaled cap20 | top30,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,30,scaled,0.2,1.0,6.0,,,307.23%,5.55%,24.60%,0.226,-66.03%,56.09%,4.072,True,-0.362,11.81%,-0.223,-0.030,-0.130,9.85%,-0.133,-0.067,-0.197,10.51%,-0.161,-0.063,0.217,5.81%,0.148,-0.107,-0.156,8.62%,-0.116,0.130
voladj6_3-1 | directional_abs | scaled cap15 | top30,voladj6_3-1,volatility_adjusted,3.0,1,vol_adjusted_momentum,directional_abs,30,scaled,0.15,1.0,6.0,,,307.78%,5.55%,24.60%,0.226,-65.98%,56.09%,4.078,True,-0.362,11.81%,-0.223,-0.030,-0.130,9.85%,-0.133,-0.067,-0.197,10.51%,-0.161,-0.063,0.217,5.81%,0.148,-0.107,-0.156,8.63%,-0.116,0.130
raw_6-1 | long_only | equal | top10,raw_6-1,momentum,6.0,1,raw_momentum,long_only,10,equal,,1.0,,,,44829.01%,26.38%,32.77%,0.805,-56.55%,61.34%,449.290,True,0.931,20.24%,0.430,0.662,0.834,19.91%,0.637,0.708,0.907,19.28%,0.554,0.669,0.884,14.91%,0.471,0.476,0.960,19.33%,0.560,0.724
raw_6-1 | long_only | scaled cap25 | top10,raw_6-1,momentum,6.0,1,raw_momentum,long_only,10,scaled,0.25,1.0,,,,222109.17%,34.37%,39.42%,0.872,-61.40%,59.42%,2222.092,True,1.037,27.79%,0.398,0.778,0.910,27.62%,0.578,0.827,0.998,26.85%,0.507,0.790,1.053,19.38%,0.468,0.584,1.079,26.38%,0.519,0.804
raw_6-1 | long_only | scaled cap20 | top10,raw_6-1,momentum,6.0,1,raw_momentum,long_only,10,scaled,0.2,1.0,,,,181797.12%,33.35%,37.93%,0.879,-59.96%,59.11%,1818.971,True,1.010,26.73%,0.403,0.773,0.894,26.48%,0.590,0.824,0.977,25.76%,0.516,0.785,1.035,18.49%,0.480,0.580,1.055,25.24%,0.531,0.808
raw_6-1 | long_only | scaled cap15 | top10,raw_6-1,momentum,6.0,1,raw_momentum,long_only,10,scaled,0.15,1.0,,,,118231.71%,31.17%,35.70%,0.873,-59.05%,61.34%,1183.317,True,0.987,24.49%,0.418,0.751,0.871,24.26%,0.611,0.804,0.954,23.54%,0.535,0.764,0.982,17.32%,0.484,0.561,1.030,23.13%,0.553,0.803
raw_6-1 | long_only | equal | top20,raw_6-1,momentum,6.0,1,raw_momentum,long_only,20,equal,,1.0,,,,37441.68%,25.52%,28.67%,0.890,-50.85%,60.06%,375.417,True,0.955,18.10%,0.504,0.714,0.834,17.98%,0.729,0.807,0.911,17.31%,0.637,0.738,0.768,15.74%,0.460,0.508,0.936,19.33%,0.617,0.856
raw_6-1 | long_only | scaled cap25 | top20,raw_6-1,momentum,6.0,1,raw_momentum,long_only,20,scaled,0.25,1.0,,,,154543.07%,32.52%,35.68%,0.911,-56.22%,61.02%,1546.431,True,1.024,25.13%,0.434,0.789,0.890,25.05%,0.625,0.853,0.986,24.20%,0.553,0.809,0.953,19.00%,0.464,0.591,1.058,24.65%,0.560,0.851
raw_6-1 | long_only | scaled cap20 | top20,raw_6-1,momentum,6.0,1,raw_momentum,long_only,20,scaled,0.2,1.0,,,,136113.12%,31.87%,35.01%,0.910,-55.70%,60.06%,1362.131,True,1.009,24.57%,0.436,0.782,0.884,24.41%,0.632,0.849,0.973,23.63%,0.556,0.802,0.950,18.41%,0.472,0.585,1.042,24.07%,0.564,0.850
raw_6-1 | long_only | scaled cap15 | top20,raw_6-1,momentum,6.0,1,raw_momentum,long_only,20,scaled,0.15,1.0,,,,104963.34%,30.57%,33.98%,0.900,-55.13%,60.06%,1050.633,True,0.987,23.42%,0.440,0.764,0.871,23.21%,0.642,0.831,0.955,22.46%,0.563,0.783,0.939,17.58%,0.481,0.574,1.019,23.14%,0.569,0.845
raw_6-1 | long_only | equal | top30,raw_6-1,momentum,6.0,1,raw_momentum,long_only,30,equal,,1.0,,,,15154.60%,21.26%,26.44%,0.804,-50.92%,59.74%,152.546,True,0.950,14.08%,0.544,0.613,0.823,14.04%,0.779,0.707,0.894,13.42%,0.678,0.629,0.703,12.69%,0.450,0.380,0.936,15.45%,0.659,0.761
raw_6-1 | long_only | scaled cap25 | top30,raw_6-1,momentum,6.0,1,raw_momentum,long_only,30,scaled,0.25,1.0,,,,86330.81%,29.59%,33.03%,0.896,-53.75%,60.06%,864.308,True,1.015,22.07%,0.465,0.760,0.874,22.07%,0.663,0.832,0.968,21.24%,0.587,0.781,0.884,17.38%,0.463,0.551,1.034,22.20%,0.590,0.846
raw_6-1 | long_only | scaled cap20 | top30,raw_6-1,momentum,6.0,1,raw_momentum,long_only,30,scaled,0.2,1.0,,,,83912.82%,29.45%,32.83%,0.897,-53.75%,60.38%,840.128,True,1.008,21.97%,0.465,0.758,0.872,21.94%,0.665,0.831,0.964,21.11%,0.588,0.781,0.884,17.19%,0.466,0.549,1.025,22.00%,0.589,0.842
raw_6-1 | long_only | scaled cap15 | top30,raw_6-1,momentum,6.0,1,raw_momentum,long_only,30,scaled,0.15,1.0,,,,73790.39%,28.82%,32.22%,0.894,-53.16%,60.38%,738.904,True,0.995,21.42%,0.467,0.750,0.866,21.33%,0.673,0.826,0.952,20.56%,0.592,0.772,0.878,16.66%,0.472,0.541,1.009,21.41%,0.592,0.838
raw_6-1 | classic_long_short | equal | top10,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,10,equal,,1.0,,,,-2571.29%,,307.10%,,-1078.79%,57.51%,-24.713,False,-2.998,-27.94%,-0.148,-0.210,-2.720,-26.47%,-0.222,-0.212,-1.959,-35.00%,-0.128,-0.214,1.622,-87.52%,0.083,-0.240,-2.258,-65.90%,-0.121,-0.223
raw_6-1 | classic_long_short | scaled cap25 | top10,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,10,scaled,0.25,1.0,,,,-6888.86%,,1518.03%,,-2398.67%,58.47%,-67.889,False,-13.603,-165.82%,-0.136,-0.198,-13.061,-151.41%,-0.216,-0.199,-8.812,-198.69%,-0.116,-0.199,7.898,-444.52%,0.081,-0.220,-10.837,-337.12%,-0.118,-0.222
raw_6-1 | classic_long_short | scaled cap20 | top10,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,10,scaled,0.2,1.0,,,,-5393.40%,,1215.14%,,-1887.50%,57.83%,-52.934,False,-10.983,-130.95%,-0.137,-0.199,-10.493,-119.88%,-0.216,-0.199,-7.110,-157.54%,-0.117,-0.200,6.348,-355.76%,0.082,-0.222,-8.687,-269.55%,-0.118,-0.222
raw_6-1 | classic_long_short | scaled cap15 | top10,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,10,scaled,0.15,1.0,,,,-4911.81%,,912.30%,,-1700.90%,57.51%,-48.118,False,-8.365,-95.43%,-0.139,-0.199,-7.924,-87.73%,-0.218,-0.200,-5.410,-115.74%,-0.119,-0.201,4.793,-266.19%,0.082,-0.223,-6.545,-201.14%,-0.119,-0.222
raw_6-1 | classic_long_short | equal | top20,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,20,equal,,1.0,,,,-1898.85%,,155.42%,,-805.36%,56.87%,-17.989,False,-1.574,-10.99%,-0.153,-0.220,-1.393,-10.60%,-0.224,-0.223,-1.044,-14.54%,-0.135,-0.227,0.821,-41.37%,0.083,-0.256,-1.173,-30.37%,-0.125,-0.215
raw_6-1 | classic_long_short | scaled cap25 | top20,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,20,scaled,0.25,1.0,,,,-9136.96%,,792.81%,,-3504.07%,57.19%,-90.370,False,-7.207,-82.54%,-0.138,-0.200,-6.843,-75.73%,-0.216,-0.200,-4.681,-99.81%,-0.118,-0.201,4.141,-229.22%,0.082,-0.223,-5.671,-172.99%,-0.118,-0.220
raw_6-1 | classic_long_short | scaled cap20 | top20,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,20,scaled,0.2,1.0,,,,-9009.96%,,792.81%,,-3425.84%,57.51%,-89.100,False,-7.208,-82.59%,-0.138,-0.200,-6.843,-75.80%,-0.216,-0.201,-4.681,-99.88%,-0.118,-0.201,4.144,-229.33%,0.082,-0.223,-5.673,-173.11%,-0.118,-0.220
raw_6-1 | classic_long_short | scaled cap15 | top20,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,20,scaled,0.15,1.0,,,,-9105.67%,,792.81%,,-3319.67%,58.47%,-90.057,False,-7.211,-82.54%,-0.138,-0.200,-6.843,-75.76%,-0.216,-0.201,-4.681,-99.86%,-0.118,-0.201,4.144,-229.33%,0.082,-0.223,-5.678,-173.14%,-0.118,-0.220
raw_6-1 | classic_long_short | equal | top30,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,30,equal,,1.0,,,,-934.85%,,104.81%,,-550.11%,59.42%,-8.348,False,-1.098,-7.08%,-0.159,-0.245,-0.953,-7.01%,-0.228,-0.248,-0.732,-9.51%,-0.140,-0.254,0.562,-27.78%,0.084,-0.285,-0.816,-20.26%,-0.129,-0.221
raw_6-1 | classic_long_short | scaled cap25 | top30,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,30,scaled,0.25,1.0,,,,-5454.83%,,424.23%,,-2176.24%,59.11%,-53.548,False,-3.950,-40.98%,-0.141,-0.204,-3.688,-37.92%,-0.218,-0.205,-2.574,-50.36%,-0.122,-0.206,2.247,-120.90%,0.083,-0.230,-3.046,-90.59%,-0.119,-0.219
raw_6-1 | classic_long_short | scaled cap20 | top30,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,30,scaled,0.2,1.0,,,,-5339.75%,,424.23%,,-2132.79%,59.11%,-52.397,False,-3.951,-41.06%,-0.141,-0.204,-3.690,-37.99%,-0.218,-0.206,-2.575,-50.44%,-0.122,-0.207,2.248,-121.02%,0.083,-0.230,-3.049,-90.70%,-0.119,-0.220
raw_6-1 | classic_long_short | scaled cap15 | top30,raw_6-1,momentum,6.0,1,raw_momentum,classic_long_short,30,scaled,0.15,1.0,,,,-5215.16%,,424.23%,,-2089.13%,59.11%,-51.152,False,-3.953,-41.15%,-0.141,-0.204,-3.690,-38.09%,-0.218,-0.206,-2.575,-50.55%,-0.122,-0.207,2.251,-121.18%,0.083,-0.231,-3.051,-90.86%,-0.119,-0.220
raw_6-1 | directional_abs | equal | top10,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,10,equal,,1.0,,,,10184.04%,19.44%,606.90%,0.032,-113.36%,59.11%,102.840,False,-5.694,-53.65%,-0.142,-0.190,-5.214,-50.34%,-0.215,-0.191,-3.623,-68.10%,-0.120,-0.192,3.364,-172.38%,0.087,-0.219,-4.331,-129.15%,-0.118,-0.217
raw_6-1 | directional_abs | scaled cap25 | top10,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,10,scaled,0.25,1.0,,,,33883.90%,25.04%,746.39%,0.034,-115.23%,58.15%,339.839,False,-6.823,-67.37%,-0.138,-0.187,-6.356,-62.25%,-0.213,-0.188,-4.342,-84.69%,-0.117,-0.189,4.128,-211.87%,0.087,-0.216,-5.230,-158.36%,-0.116,-0.215
raw_6-1 | directional_abs | scaled cap20 | top10,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,10,scaled,0.2,1.0,,,,31860.01%,24.75%,746.37%,0.033,-115.21%,57.83%,319.600,False,-6.834,-67.58%,-0.139,-0.187,-6.361,-62.51%,-0.213,-0.188,-4.348,-84.93%,-0.117,-0.189,4.128,-212.11%,0.087,-0.216,-5.240,-158.60%,-0.116,-0.215
raw_6-1 | directional_abs | scaled cap15 | top10,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,10,scaled,0.15,1.0,,,,25944.97%,23.77%,746.34%,0.032,-115.48%,58.47%,260.450,False,-6.856,-68.30%,-0.139,-0.189,-6.372,-63.31%,-0.214,-0.190,-4.361,-85.71%,-0.117,-0.190,4.127,-212.62%,0.087,-0.217,-5.261,-159.09%,-0.116,-0.216
raw_6-1 | directional_abs | equal | top20,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,20,equal,,1.0,,,,-3806.04%,,306.08%,,-454.22%,57.19%,-37.060,False,-3.068,-18.77%,-0.152,-0.183,-2.674,-18.44%,-0.219,-0.186,-1.953,-26.55%,-0.128,-0.187,1.704,-80.41%,0.087,-0.217,-2.265,-58.84%,-0.122,-0.204
raw_6-1 | directional_abs | scaled cap25 | top20,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,20,scaled,0.25,1.0,,,,-5318.79%,,456.71%,,-383.37%,57.19%,-52.188,False,-4.302,-34.18%,-0.143,-0.182,-3.907,-32.04%,-0.214,-0.183,-2.739,-45.08%,-0.120,-0.184,2.544,-123.97%,0.087,-0.213,-3.240,-91.24%,-0.117,-0.207
raw_6-1 | directional_abs | scaled cap20 | top20,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,20,scaled,0.2,1.0,,,,-5212.26%,,456.70%,,-377.44%,56.87%,-51.123,False,-4.306,-34.26%,-0.143,-0.182,-3.909,-32.12%,-0.214,-0.184,-2.739,-45.19%,-0.120,-0.184,2.544,-124.14%,0.087,-0.214,-3.247,-91.43%,-0.118,-0.207
raw_6-1 | directional_abs | scaled cap15 | top20,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,20,scaled,0.15,1.0,,,,-4927.33%,,456.69%,,-369.03%,56.87%,-48.273,False,-4.314,-34.45%,-0.143,-0.182,-3.913,-32.35%,-0.215,-0.184,-2.744,-45.41%,-0.120,-0.185,2.543,-124.36%,0.087,-0.214,-3.256,-91.67%,-0.118,-0.208
raw_6-1 | directional_abs | equal | top30,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,30,equal,,1.0,,,,-3702.76%,,206.79%,,-643.19%,56.87%,-36.028,False,-2.156,-10.02%,-0.158,-0.187,-1.808,-10.56%,-0.219,-0.191,-1.378,-15.43%,-0.133,-0.193,1.194,-52.68%,0.091,-0.224,-1.572,-38.00%,-0.126,-0.201
raw_6-1 | directional_abs | scaled cap25 | top30,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,30,scaled,0.25,1.0,,,,-11427.12%,,346.12%,,-913.54%,55.91%,-113.271,False,-3.307,-22.93%,-0.145,-0.180,-2.949,-21.87%,-0.213,-0.183,-2.105,-31.32%,-0.122,-0.184,1.973,-91.91%,0.089,-0.214,-2.475,-66.87%,-0.118,-0.203
raw_6-1 | directional_abs | scaled cap20 | top30,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,30,scaled,0.2,1.0,,,,-11104.11%,,346.11%,,-895.68%,55.91%,-110.041,False,-3.309,-23.04%,-0.145,-0.181,-2.950,-21.98%,-0.214,-0.183,-2.105,-31.44%,-0.122,-0.184,1.976,-92.10%,0.089,-0.214,-2.477,-67.04%,-0.118,-0.203
raw_6-1 | directional_abs | scaled cap15 | top30,raw_6-1,momentum,6.0,1,raw_momentum,directional_abs,30,scaled,0.15,1.0,,,,-10680.74%,,346.10%,,-876.94%,56.23%,-105.807,False,-3.314,-23.18%,-0.145,-0.181,-2.953,-22.13%,-0.214,-0.184,-2.106,-31.61%,-0.122,-0.185,1.975,-92.31%,0.089,-0.215,-2.486,-67.28%,-0.119,-0.204
voladj6_6-1 | long_only | equal | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,10,equal,,1.0,6.0,,,19006.96%,22.39%,27.30%,0.820,-54.96%,61.54%,191.070,True,0.881,15.77%,0.489,0.614,0.747,15.84%,0.686,0.627,0.831,15.22%,0.611,0.614,0.709,14.26%,0.443,0.436,0.835,18.88%,0.568,0.801
voladj6_6-1 | long_only | scaled cap25 | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,10,scaled,0.25,1.0,6.0,,,41791.40%,26.14%,29.53%,0.885,-57.31%,63.14%,418.914,True,0.876,19.49%,0.450,0.693,0.732,19.69%,0.622,0.696,0.847,18.73%,0.576,0.703,0.737,15.83%,0.436,0.484,0.849,21.03%,0.545,0.833
voladj6_6-1 | long_only | scaled cap20 | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,10,scaled,0.2,1.0,6.0,,,42132.84%,26.18%,29.04%,0.901,-55.38%,62.82%,422.328,True,0.869,19.45%,0.453,0.702,0.732,19.58%,0.632,0.709,0.842,18.67%,0.582,0.714,0.732,16.16%,0.439,0.502,0.845,21.35%,0.550,0.861
voladj6_6-1 | long_only | scaled cap15 | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,10,scaled,0.15,1.0,6.0,,,34302.61%,25.19%,28.34%,0.889,-53.26%,62.50%,344.026,True,0.866,18.47%,0.463,0.683,0.738,18.51%,0.653,0.697,0.840,17.69%,0.595,0.695,0.720,16.03%,0.442,0.504,0.838,21.14%,0.560,0.879
voladj6_6-1 | long_only | equal | top20,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,20,equal,,1.0,6.0,,,21725.33%,23.02%,26.46%,0.870,-52.01%,61.22%,218.253,True,0.959,15.36%,0.549,0.677,0.798,15.61%,0.756,0.743,0.892,14.89%,0.677,0.702,0.728,13.92%,0.463,0.444,0.901,17.51%,0.628,0.820
voladj6_6-1 | long_only | scaled cap25 | top20,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,20,scaled,0.25,1.0,6.0,,,30286.49%,24.59%,27.69%,0.888,-53.71%,61.22%,303.865,True,0.893,17.57%,0.488,0.684,0.751,17.71%,0.680,0.706,0.846,16.98%,0.613,0.694,0.736,14.64%,0.460,0.470,0.851,19.16%,0.581,0.830
voladj6_6-1 | long_only | scaled cap20 | top20,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,20,scaled,0.2,1.0,6.0,,,30954.61%,24.70%,27.63%,0.894,-53.74%,60.90%,310.546,True,0.894,17.63%,0.490,0.689,0.752,17.77%,0.682,0.712,0.848,17.03%,0.615,0.701,0.735,14.83%,0.459,0.476,0.850,19.34%,0.580,0.836
voladj6_6-1 | long_only | scaled cap15 | top20,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,20,scaled,0.15,1.0,6.0,,,31457.81%,24.77%,27.51%,0.900,-54.17%,60.90%,315.578,True,0.896,17.65%,0.493,0.695,0.753,17.79%,0.687,0.721,0.850,17.03%,0.620,0.709,0.734,15.00%,0.459,0.483,0.850,19.49%,0.580,0.842
voladj6_6-1 | long_only | equal | top30,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,30,equal,,1.0,6.0,,,16107.14%,21.62%,26.07%,0.829,-52.19%,60.90%,162.071,True,0.992,13.80%,0.576,0.644,0.836,13.94%,0.804,0.757,0.913,13.42%,0.703,0.671,0.697,13.08%,0.447,0.393,0.924,16.16%,0.647,0.779
voladj6_6-1 | long_only | scaled cap25 | top30,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,30,scaled,0.25,1.0,6.0,,,25087.19%,23.70%,26.74%,0.886,-53.04%,62.82%,251.872,True,0.918,16.36%,0.520,0.682,0.772,16.51%,0.724,0.726,0.860,15.85%,0.646,0.697,0.736,14.05%,0.470,0.457,0.874,18.14%,0.611,0.831
voladj6_6-1 | long_only | scaled cap20 | top30,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,30,scaled,0.2,1.0,6.0,,,25067.90%,23.69%,26.71%,0.887,-53.04%,62.18%,251.679,True,0.918,16.35%,0.521,0.682,0.773,16.49%,0.725,0.728,0.860,15.84%,0.646,0.698,0.735,14.04%,0.470,0.457,0.874,18.18%,0.612,0.834
voladj6_6-1 | long_only | scaled cap15 | top30,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,long_only,30,scaled,0.15,1.0,6.0,,,25157.59%,23.71%,26.67%,0.889,-53.08%,62.50%,252.576,True,0.918,16.35%,0.522,0.684,0.773,16.49%,0.727,0.730,0.862,15.83%,0.648,0.701,0.734,14.08%,0.469,0.458,0.874,18.23%,0.611,0.834
voladj6_6-1 | classic_long_short | equal | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,classic_long_short,10,equal,,1.0,6.0,,,179.05%,4.03%,14.18%,0.284,-30.47%,60.58%,2.791,True,-0.180,6.66%,-0.193,-0.194,-0.035,5.35%,-0.062,-0.202,-0.126,6.30%,-0.178,-0.211,0.074,4.03%,0.092,-0.306,-0.073,5.47%,-0.098,0.060
voladj6_6-1 | classic_long_short | scaled cap25 | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,classic_long_short,10,scaled,0.25,1.0,6.0,,,139.03%,3.41%,17.20%,0.198,-27.12%,57.05%,2.390,True,-0.214,6.86%,-0.188,-0.180,-0.047,5.37%,-0.069,-0.194,-0.131,6.24%,-0.153,-0.202,0.090,4.34%,0.096,-0.266,-0.065,5.84%,-0.076,0.073
voladj6_6-1 | classic_long_short | scaled cap20 | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,classic_long_short,10,scaled,0.2,1.0,6.0,,,146.14%,3.53%,17.01%,0.207,-26.34%,57.37%,2.461,True,-0.211,6.91%,-0.188,-0.178,-0.045,5.43%,-0.066,-0.192,-0.129,6.30%,-0.152,-0.200,0.087,4.41%,0.094,-0.265,-0.065,5.91%,-0.076,0.076
voladj6_6-1 | classic_long_short | scaled cap15 | top10,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,classic_long_short,10,scaled,0.15,1.0,6.0,,,168.38%,3.87%,16.82%,0.230,-27.15%,58.01%,2.684,True,-0.206,7.17%,-0.186,-0.167,-0.041,5.69%,-0.061,-0.184,-0.121,6.52%,-0.144,-0.191,0.096,4.60%,0.105,-0.255,-0.067,6.23%,-0.079,0.089
voladj6_6-1 | classic_long_short | equal | top20,voladj6_6-1,volatility_adjusted,6.0,1,vol_adjusted_momentum,classic_long_short,20,equal,,1.0,6.0,,,207.77%,4.42%,11.32%,0.390,-26.98%,58.97%,3.078,True,-0.139,6.27%,-0.186,-0.214,-0.025,5.25%,-0.055,-0.213,-0.104,6.08%,-0.185,-0.226,0.092,3.92%,0.141,-0.332,-0.067,4.97%,-0.111,0.043
