strategy_name,signal_name,signal_type,volatility_lookback_months,strategy_type,weighting,top_n,momentum_window,lookback_months,skip_months,max_weight,gross_exposure,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,best_month,worst_month,final_value,min_equity_value,valid_for_chart
long_only equal top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,long_only,equal,40,3-1,3,1,,1.0,8066.26%,18.26%,26.31%,0.694,-50.77%,59.68%,45.20%,-35.88%,81.66,0.96,True
long_only scaled cap30 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,3-1,3,1,0.3,1.0,12006.15%,20.05%,26.05%,0.769,-45.65%,61.90%,37.39%,-22.45%,121.06,0.94,True
long_only scaled cap25 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,3-1,3,1,0.25,1.0,11877.37%,20.00%,26.04%,0.768,-45.63%,61.90%,37.39%,-22.45%,119.77,0.94,True
long_only scaled cap20 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,3-1,3,1,0.2,1.0,11152.46%,19.71%,25.96%,0.759,-45.59%,61.59%,37.39%,-22.45%,112.52,0.94,True
long_only scaled cap15 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,3-1,3,1,0.15,1.0,10697.00%,19.53%,25.90%,0.754,-45.40%,60.95%,38.34%,-22.45%,107.97,0.95,True
long_only scaled cap10 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,3-1,3,1,0.1,1.0,10536.12%,19.46%,25.85%,0.753,-44.81%,60.63%,39.59%,-22.45%,106.36,0.95,True
classic_long_short equal top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,10,3-1,3,1,,1.0,-3.38%,-0.13%,12.61%,-0.010,-34.97%,52.06%,19.11%,-12.29%,0.97,0.75,True
classic_long_short scaled cap30 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,3-1,3,1,0.3,1.0,-37.61%,-1.78%,15.93%,-0.112,-54.43%,49.21%,17.22%,-18.82%,0.62,0.46,True
classic_long_short scaled cap25 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,3-1,3,1,0.25,1.0,-33.52%,-1.54%,15.72%,-0.098,-51.15%,49.21%,17.22%,-17.81%,0.66,0.49,True
classic_long_short scaled cap20 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,3-1,3,1,0.2,1.0,-28.42%,-1.27%,15.32%,-0.083,-46.02%,48.57%,17.22%,-16.75%,0.72,0.54,True
classic_long_short scaled cap15 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,3-1,3,1,0.15,1.0,-22.41%,-0.96%,14.77%,-0.065,-40.20%,48.57%,17.22%,-14.96%,0.78,0.59,True
classic_long_short scaled cap10 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,3-1,3,1,0.1,1.0,-21.76%,-0.93%,14.04%,-0.066,-35.07%,48.57%,16.06%,-13.47%,0.78,0.65,True
classic_long_short equal top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,20,3-1,3,1,,1.0,-791.40%,,152.30%,,-808.16%,50.79%,12.11%,-778.51%,-6.91,-10.63,False
classic_long_short scaled cap30 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,3-1,3,1,0.3,1.0,-292.28%,,63.05%,,-325.47%,48.89%,12.64%,-316.29%,-1.92,-2.85,False
classic_long_short scaled cap25 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,3-1,3,1,0.25,1.0,-304.63%,,63.04%,,-328.48%,48.89%,12.64%,-316.29%,-2.05,-3.02,False
classic_long_short scaled cap20 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,3-1,3,1,0.2,1.0,-313.38%,,63.04%,,-330.74%,48.57%,12.61%,-316.29%,-2.13,-3.13,False
classic_long_short scaled cap15 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,3-1,3,1,0.15,1.0,-319.06%,,64.47%,,-340.24%,49.52%,11.82%,-323.99%,-2.19,-3.20,False
classic_long_short scaled cap10 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,3-1,3,1,0.1,1.0,-367.05%,,73.56%,,-392.94%,50.16%,11.67%,-371.72%,-2.67,-3.91,False
classic_long_short equal top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,25,3-1,3,1,,1.0,-691.89%,,121.82%,,-637.77%,51.43%,11.93%,-622.23%,-5.92,-9.03,False
classic_long_short scaled cap30 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,3-1,3,1,0.3,1.0,-368.86%,,75.60%,,-392.17%,51.11%,12.99%,-382.42%,-2.69,-4.01,False
classic_long_short scaled cap25 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,3-1,3,1,0.25,1.0,-386.96%,,75.60%,,-396.20%,51.11%,12.99%,-382.42%,-2.87,-4.27,False
classic_long_short scaled cap20 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,3-1,3,1,0.2,1.0,-403.18%,,75.60%,,-400.08%,51.11%,12.99%,-382.42%,-3.03,-4.50,False
classic_long_short scaled cap15 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,3-1,3,1,0.15,1.0,-404.65%,,75.59%,,-401.56%,51.11%,12.27%,-382.42%,-3.05,-4.49,False
classic_long_short scaled cap10 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,3-1,3,1,0.1,1.0,-434.94%,,82.80%,,-443.39%,51.75%,11.96%,-420.02%,-3.35,-4.95,False
classic_long_short equal top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,30,3-1,3,1,,1.0,-550.16%,,101.53%,,-525.57%,53.33%,9.73%,-518.26%,-4.50,-7.44,False
classic_long_short scaled cap30 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,3-1,3,1,0.3,1.0,-399.01%,,79.19%,,-409.12%,50.79%,12.79%,-401.54%,-2.99,-4.47,False
classic_long_short scaled cap25 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,3-1,3,1,0.25,1.0,-417.21%,,79.19%,,-411.38%,51.11%,12.79%,-401.54%,-3.17,-4.70,False
classic_long_short scaled cap20 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,3-1,3,1,0.2,1.0,-436.45%,,79.19%,,-415.47%,50.79%,12.79%,-401.54%,-3.36,-4.98,False
classic_long_short scaled cap15 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,3-1,3,1,0.15,1.0,-450.06%,,79.19%,,-418.91%,51.75%,12.49%,-401.54%,-3.50,-5.16,False
classic_long_short scaled cap10 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,3-1,3,1,0.1,1.0,-465.01%,,84.15%,,-447.48%,51.43%,11.88%,-427.35%,-3.65,-5.44,False
classic_long_short equal top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,40,3-1,3,1,,1.0,-408.42%,,76.30%,,-396.04%,54.29%,9.99%,-388.91%,-3.08,-4.94,False
classic_long_short scaled cap30 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,3-1,3,1,0.3,1.0,-398.97%,,81.09%,,-419.20%,50.48%,12.69%,-411.93%,-2.99,-4.50,False
classic_long_short scaled cap25 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,3-1,3,1,0.25,1.0,-410.80%,,81.09%,,-419.18%,50.48%,12.69%,-411.93%,-3.11,-4.64,False
classic_long_short scaled cap20 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,3-1,3,1,0.2,1.0,-429.36%,,81.09%,,-420.60%,50.79%,12.69%,-411.93%,-3.29,-4.88,False
classic_long_short scaled cap15 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,3-1,3,1,0.15,1.0,-449.53%,,81.09%,,-424.73%,51.43%,12.69%,-411.93%,-3.50,-5.18,False
classic_long_short scaled cap10 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,3-1,3,1,0.1,1.0,-442.18%,,81.07%,,-427.62%,52.38%,11.54%,-411.93%,-3.42,-5.06,False
directional_abs equal top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,10,3-1,3,1,,1.0,383.65%,6.19%,25.27%,0.245,-67.88%,55.56%,32.63%,-26.29%,4.84,0.59,True
directional_abs scaled cap30 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,3-1,3,1,0.3,1.0,391.78%,6.26%,25.30%,0.247,-64.15%,55.24%,29.44%,-18.36%,4.92,0.58,True
directional_abs scaled cap25 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,3-1,3,1,0.25,1.0,386.83%,6.21%,25.17%,0.247,-65.04%,54.29%,27.84%,-18.36%,4.87,0.57,True
directional_abs scaled cap20 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,3-1,3,1,0.2,1.0,372.23%,6.09%,25.07%,0.243,-65.95%,53.65%,27.84%,-18.36%,4.72,0.57,True
directional_abs scaled cap15 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,3-1,3,1,0.15,1.0,359.17%,5.98%,25.09%,0.238,-67.16%,53.97%,27.84%,-21.89%,4.59,0.59,True
directional_abs scaled cap10 top10 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,3-1,3,1,0.1,1.0,383.65%,6.19%,25.27%,0.245,-67.88%,55.56%,32.63%,-26.29%,4.84,0.59,True
directional_abs equal top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,20,3-1,3,1,,1.0,-5803.31%,,307.09%,,-1484.84%,54.29%,27.31%,-1568.31%,-57.03,-101.79,False
directional_abs scaled cap30 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,3-1,3,1,0.3,1.0,-4897.30%,,222.02%,,-1044.63%,54.29%,27.20%,-1130.45%,-47.97,-75.18,False
directional_abs scaled cap25 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,3-1,3,1,0.25,1.0,-5253.15%,,222.03%,,-1055.01%,53.97%,27.20%,-1130.45%,-51.53,-81.22,False
directional_abs scaled cap20 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,3-1,3,1,0.2,1.0,-5329.75%,,222.02%,,-1048.81%,54.29%,27.20%,-1130.45%,-52.30,-82.83,False
directional_abs scaled cap15 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,3-1,3,1,0.15,1.0,-5005.67%,,222.00%,,-1022.33%,53.97%,27.20%,-1130.45%,-49.06,-78.33,False
directional_abs scaled cap10 top20 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,3-1,3,1,0.1,1.0,-5039.89%,,233.75%,,-1072.78%,54.92%,27.04%,-1191.01%,-49.40,-80.05,False
directional_abs equal top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,25,3-1,3,1,,1.0,-4497.07%,,247.86%,,-1217.90%,55.24%,27.52%,-1264.06%,-43.97,-81.50,False
directional_abs scaled cap30 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,3-1,3,1,0.3,1.0,-4063.82%,,194.30%,,-913.65%,54.60%,27.87%,-987.82%,-39.64,-63.65,False
directional_abs scaled cap25 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,3-1,3,1,0.25,1.0,-4379.88%,,194.30%,,-929.97%,54.92%,27.87%,-987.82%,-42.80,-69.15,False
directional_abs scaled cap20 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,3-1,3,1,0.2,1.0,-4611.34%,,194.30%,,-935.51%,54.29%,27.87%,-987.82%,-45.11,-73.33,False
directional_abs scaled cap15 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,3-1,3,1,0.15,1.0,-4386.30%,,194.29%,,-916.33%,54.29%,27.87%,-987.82%,-42.86,-70.31,False
directional_abs scaled cap10 top25 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,3-1,3,1,0.1,1.0,-4173.41%,,196.40%,,-918.56%,54.92%,27.87%,-998.78%,-40.73,-67.67,False
directional_abs equal top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,30,3-1,3,1,,1.0,-2915.39%,,207.06%,,-1016.28%,54.29%,30.19%,-1054.36%,-28.15,-51.16,False
directional_abs scaled cap30 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,3-1,3,1,0.3,1.0,-3085.52%,,173.83%,,-811.96%,54.60%,29.68%,-882.42%,-29.86,-48.50,False
directional_abs scaled cap25 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,3-1,3,1,0.25,1.0,-3333.18%,,173.83%,,-830.38%,54.92%,29.68%,-882.42%,-32.33,-52.85,False
directional_abs scaled cap20 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,3-1,3,1,0.2,1.0,-3562.76%,,173.83%,,-839.99%,54.92%,29.68%,-882.42%,-34.63,-56.89,False
directional_abs scaled cap15 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,3-1,3,1,0.15,1.0,-3436.78%,,173.82%,,-827.36%,55.56%,29.68%,-882.42%,-33.37,-55.17,False
directional_abs scaled cap10 top30 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,3-1,3,1,0.1,1.0,-3202.15%,,173.80%,,-814.22%,55.24%,29.68%,-882.42%,-31.02,-51.81,False
directional_abs equal top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,40,3-1,3,1,,1.0,-1755.02%,,156.87%,,-720.87%,52.38%,29.53%,-796.03%,-16.55,-29.66,False
directional_abs scaled cap30 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,3-1,3,1,0.3,1.0,-2145.35%,,146.30%,,-656.35%,53.97%,29.34%,-740.50%,-20.45,-33.48,False
directional_abs scaled cap25 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,3-1,3,1,0.25,1.0,-2303.58%,,146.30%,,-671.11%,53.97%,29.34%,-740.50%,-22.04,-36.41,False
directional_abs scaled cap20 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,3-1,3,1,0.2,1.0,-2488.08%,,146.30%,,-684.13%,54.29%,29.34%,-740.50%,-23.88,-39.63,False
directional_abs scaled cap15 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,3-1,3,1,0.15,1.0,-2516.10%,,146.29%,,-683.46%,53.97%,29.34%,-740.50%,-24.16,-40.26,False
directional_abs scaled cap10 top40 voladj3 mom3-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,3-1,3,1,0.1,1.0,-2328.89%,,146.26%,,-667.73%,53.97%,29.34%,-740.50%,-22.29,-37.38,False
long_only equal top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,equal,10,3-1,3,1,,1.0,9094.06%,18.99%,28.15%,0.675,-46.55%,58.01%,46.39%,-23.77%,91.94,0.96,True
long_only scaled cap30 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,3-1,3,1,0.3,1.0,19363.36%,22.47%,29.81%,0.754,-46.51%,59.94%,54.59%,-28.39%,194.63,1.03,True
long_only scaled cap25 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,3-1,3,1,0.25,1.0,18777.75%,22.33%,29.73%,0.751,-47.40%,59.29%,54.70%,-28.39%,188.78,1.04,True
long_only scaled cap20 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,3-1,3,1,0.2,1.0,16109.17%,21.62%,29.45%,0.734,-47.69%,59.94%,54.22%,-27.89%,162.09,1.01,True
long_only scaled cap15 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,3-1,3,1,0.15,1.0,11543.08%,20.08%,28.97%,0.693,-47.04%,58.33%,53.19%,-26.59%,116.43,0.96,True
long_only scaled cap10 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,3-1,3,1,0.1,1.0,9094.06%,18.99%,28.15%,0.675,-46.55%,58.01%,46.39%,-23.77%,91.94,0.96,True
long_only equal top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,equal,20,3-1,3,1,,1.0,13788.85%,20.90%,27.38%,0.763,-44.37%,59.94%,50.99%,-19.92%,138.89,0.96,True
long_only scaled cap30 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,3-1,3,1,0.3,1.0,15205.60%,21.35%,27.52%,0.776,-46.29%,61.54%,45.87%,-25.44%,153.06,1.00,True
long_only scaled cap25 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,3-1,3,1,0.25,1.0,15439.05%,21.42%,27.55%,0.777,-46.29%,61.54%,45.87%,-25.44%,155.39,1.00,True
long_only scaled cap20 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,3-1,3,1,0.2,1.0,15836.05%,21.54%,27.59%,0.781,-46.29%,61.86%,45.87%,-25.44%,159.36,0.99,True
long_only scaled cap15 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,3-1,3,1,0.15,1.0,16082.10%,21.61%,27.52%,0.785,-45.98%,60.90%,45.43%,-25.32%,161.82,0.98,True
long_only scaled cap10 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,3-1,3,1,0.1,1.0,14692.93%,21.19%,27.36%,0.775,-44.58%,61.22%,44.19%,-23.92%,147.93,0.97,True
long_only equal top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,equal,25,3-1,3,1,,1.0,10995.95%,19.86%,26.54%,0.748,-46.19%,58.33%,44.45%,-22.82%,110.96,0.94,True
long_only scaled cap30 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,3-1,3,1,0.3,1.0,15042.49%,21.30%,27.11%,0.786,-45.31%,60.26%,43.60%,-23.65%,151.42,0.99,True
long_only scaled cap25 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,3-1,3,1,0.25,1.0,15250.63%,21.36%,27.15%,0.787,-45.31%,60.26%,43.60%,-23.65%,153.51,0.99,True
long_only scaled cap20 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,3-1,3,1,0.2,1.0,15523.29%,21.44%,27.21%,0.788,-45.31%,60.58%,43.60%,-23.65%,156.23,0.99,True
long_only scaled cap15 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,3-1,3,1,0.15,1.0,16012.60%,21.59%,27.25%,0.792,-45.36%,60.26%,43.60%,-23.65%,161.13,0.99,True
long_only scaled cap10 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,3-1,3,1,0.1,1.0,15023.60%,21.29%,27.18%,0.784,-44.37%,59.94%,42.21%,-22.99%,151.24,0.97,True
long_only equal top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,equal,30,3-1,3,1,,1.0,9442.61%,19.16%,26.20%,0.731,-46.88%,59.62%,44.01%,-27.44%,95.43,0.93,True
long_only scaled cap30 top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,3-1,3,1,0.3,1.0,14293.82%,21.06%,26.59%,0.792,-45.65%,59.62%,39.86%,-22.96%,143.94,0.98,True
long_only scaled cap25 top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,3-1,3,1,0.25,1.0,14360.98%,21.08%,26.60%,0.793,-45.65%,59.62%,39.86%,-22.96%,144.61,0.98,True
long_only scaled cap20 top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,3-1,3,1,0.2,1.0,14628.94%,21.17%,26.66%,0.794,-45.65%,59.62%,39.86%,-22.96%,147.29,0.98,True
long_only scaled cap15 top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,3-1,3,1,0.15,1.0,15006.46%,21.29%,26.74%,0.796,-45.65%,59.29%,39.86%,-22.96%,151.06,0.98,True
long_only scaled cap10 top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,3-1,3,1,0.1,1.0,14843.94%,21.24%,26.77%,0.793,-45.32%,59.29%,39.21%,-22.86%,149.44,0.97,True
long_only equal top40 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,equal,40,3-1,3,1,,1.0,7982.81%,18.40%,26.07%,0.706,-49.41%,60.58%,46.05%,-32.43%,80.83,0.99,True
long_only scaled cap30 top40 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,3-1,3,1,0.3,1.0,13049.63%,20.64%,26.03%,0.793,-45.61%,58.65%,36.32%,-22.47%,131.50,0.99,True
long_only scaled cap25 top40 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,3-1,3,1,0.25,1.0,13044.08%,20.64%,26.03%,0.793,-45.61%,58.65%,36.32%,-22.47%,131.44,0.99,True
long_only scaled cap20 top40 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,3-1,3,1,0.2,1.0,13066.46%,20.65%,26.04%,0.793,-45.61%,58.65%,36.61%,-22.47%,131.66,0.99,True
long_only scaled cap15 top40 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,3-1,3,1,0.15,1.0,13203.64%,20.70%,26.10%,0.793,-45.61%,58.65%,37.62%,-22.47%,133.04,0.99,True
long_only scaled cap10 top40 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,3-1,3,1,0.1,1.0,13417.18%,20.77%,26.16%,0.794,-45.62%,58.97%,38.83%,-22.47%,135.17,0.99,True
classic_long_short equal top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,10,3-1,3,1,,1.0,-18.61%,-0.79%,13.26%,-0.059,-47.28%,50.64%,14.39%,-11.42%,0.81,0.70,True
classic_long_short scaled cap30 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,3-1,3,1,0.3,1.0,11.81%,0.43%,16.18%,0.027,-47.57%,53.21%,26.45%,-16.61%,1.12,0.64,True
classic_long_short scaled cap25 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,3-1,3,1,0.25,1.0,12.87%,0.47%,16.14%,0.029,-47.96%,53.21%,26.45%,-16.04%,1.13,0.64,True
classic_long_short scaled cap20 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,3-1,3,1,0.2,1.0,14.59%,0.53%,15.98%,0.033,-47.46%,53.21%,26.45%,-14.65%,1.15,0.66,True
classic_long_short scaled cap15 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,3-1,3,1,0.15,1.0,9.30%,0.34%,15.50%,0.022,-47.29%,52.56%,25.63%,-13.97%,1.09,0.69,True
classic_long_short scaled cap10 top10 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,3-1,3,1,0.1,1.0,5.91%,0.22%,14.80%,0.015,-45.35%,52.88%,23.16%,-12.79%,1.06,0.68,True
classic_long_short equal top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,20,3-1,3,1,,1.0,10.12%,0.37%,10.77%,0.034,-36.71%,50.96%,13.02%,-8.64%,1.10,0.67,True
classic_long_short scaled cap30 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,3-1,3,1,0.3,1.0,8.02%,0.30%,12.87%,0.023,-43.49%,52.56%,18.45%,-11.12%,1.08,0.70,True
classic_long_short scaled cap25 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,3-1,3,1,0.25,1.0,8.02%,0.30%,12.87%,0.023,-43.49%,52.56%,18.45%,-11.12%,1.08,0.70,True
classic_long_short scaled cap20 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,3-1,3,1,0.2,1.0,8.28%,0.31%,12.87%,0.024,-43.49%,52.56%,18.45%,-11.12%,1.08,0.70,True
classic_long_short scaled cap15 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,3-1,3,1,0.15,1.0,9.04%,0.33%,12.87%,0.026,-43.53%,52.88%,18.45%,-11.12%,1.09,0.70,True
classic_long_short scaled cap10 top20 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,3-1,3,1,0.1,1.0,8.93%,0.33%,12.81%,0.026,-42.27%,52.88%,18.45%,-11.12%,1.09,0.69,True
classic_long_short equal top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,25,3-1,3,1,,1.0,3.84%,0.15%,9.70%,0.015,-39.12%,51.92%,9.04%,-10.02%,1.04,0.73,True
classic_long_short scaled cap30 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,3-1,3,1,0.3,1.0,11.58%,0.42%,12.14%,0.035,-40.53%,53.53%,16.90%,-10.29%,1.12,0.69,True
classic_long_short scaled cap25 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,3-1,3,1,0.25,1.0,11.58%,0.42%,12.14%,0.035,-40.53%,53.53%,16.90%,-10.29%,1.12,0.69,True
classic_long_short scaled cap20 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,3-1,3,1,0.2,1.0,11.58%,0.42%,12.14%,0.035,-40.53%,53.53%,16.90%,-10.29%,1.12,0.69,True
classic_long_short scaled cap15 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,3-1,3,1,0.15,1.0,11.87%,0.43%,12.14%,0.036,-40.71%,53.53%,16.90%,-10.29%,1.12,0.69,True
classic_long_short scaled cap10 top25 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,3-1,3,1,0.1,1.0,13.22%,0.48%,12.14%,0.039,-41.00%,53.21%,16.90%,-10.29%,1.13,0.69,True
classic_long_short equal top30 voladj6 mom3-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,30,3-1,3,1,,1.0,1.99%,0.08%,9.02%,0.008,-43.34%,52.88%,9.73%,-9.83%,1.02,0.74,True
